Datetime,Open,High,Low,Close,Volume
2022-08-21 16:33:00+00:00,21383.564453125,21383.564453125,21383.564453125,21383.564453125,3491840
2022-08-21 16:34:00+00:00,21390.453125,21390.453125,21390.453125,21390.453125,0
2022-08-21 16:35:00+00:00,21387.40234375,21387.40234375,21387.40234375,21387.40234375,0
2022-08-21 16:36:00+00:00,21389.228515625,21389.228515625,21389.228515625,21389.228515625,0
2022-08-21 16:37:00+00:00,21394.73046875,21394.73046875,21394.73046875,21394.73046875,0
2022-08-21 16:38:00+00:00,21393.029296875,21393.029296875,21393.029296875,21393.029296875,0
2022-08-21 16:39:00+00:00,21395.12890625,21395.12890625,21395.12890625,21395.12890625,0
2022-08-21 16:40:00+00:00,21395.017578125,21395.017578125,21395.017578125,21395.017578125,0
2022-08-21 16:41:00+00:00,21396.38671875,21396.38671875,21396.38671875,21396.38671875,0
2022-08-21 16:42:00+00:00,21404.388671875,21404.388671875,21404.388671875,21404.388671875,0
2022-08-21 16:43:00+00:00,21421.521484375,21421.521484375,21421.521484375,21421.521484375,2263040
2022-08-21 16:44:00+00:00,21427.421875,21427.421875,21427.421875,21427.421875,1443840
2022-08-21 16:45:00+00:00,21433.205078125,21433.205078125,21433.205078125,21433.205078125,5992448
2022-08-21 16:46:00+00:00,21461.85546875,21461.85546875,21461.85546875,21461.85546875,7761920
2022-08-21 16:47:00+00:00,21468.9453125,21468.9453125,21468.9453125,21468.9453125,27975680
2022-08-21 16:48:00+00:00,21468.490234375,21468.490234375,21468.490234375,21468.490234375,11653120
2022-08-21 16:49:00+00:00,21450.15625,21450.15625,21450.15625,21450.15625,6506496
2022-08-21 16:50:00+00:00,21450.5,21450.5,21450.5,21450.5,14516224
2022-08-21 16:51:00+00:00,21448.669921875,21448.669921875,21448.669921875,21448.669921875,626688
2022-08-21 16:52:00+00:00,21451.67578125,21451.67578125,21451.67578125,21451.67578125,1939456
2022-08-21 16:53:00+00:00,21449.703125,21449.703125,21449.703125,21449.703125,17102848
2022-08-21 16:54:00+00:00,21452.48828125,21452.48828125,21452.48828125,21452.48828125,2058240
2022-08-21 16:55:00+00:00,21449.986328125,21449.986328125,21449.986328125,21449.986328125,0
2022-08-21 16:56:00+00:00,21455.064453125,21455.064453125,21455.064453125,21455.064453125,1388544
2022-08-21 16:57:00+00:00,21455.94140625,21455.94140625,21455.94140625,21455.94140625,0
2022-08-21 16:58:00+00:00,21451.8828125,21451.8828125,21451.8828125,21451.8828125,0
2022-08-21 16:59:00+00:00,21436.896484375,21436.896484375,21436.896484375,21436.896484375,12005376
2022-08-21 17:00:00+00:00,21438.177734375,21438.177734375,21438.177734375,21438.177734375,4155392
2022-08-21 17:01:00+00:00,21420.7421875,21420.7421875,21420.7421875,21420.7421875,0
2022-08-21 17:02:00+00:00,21422.248046875,21422.248046875,21422.248046875,21422.248046875,0
2022-08-21 17:03:00+00:00,21425.025390625,21425.025390625,21425.025390625,21425.025390625,0
2022-08-21 17:04:00+00:00,21427.01171875,21427.01171875,21427.01171875,21427.01171875,0
2022-08-21 17:05:00+00:00,21436.150390625,21436.150390625,21436.150390625,21436.150390625,0
2022-08-21 17:06:00+00:00,21436.685546875,21436.685546875,21436.685546875,21436.685546875,0
2022-08-21 17:07:00+00:00,21442.123046875,21442.123046875,21442.123046875,21442.123046875,1693696
2022-08-21 17:08:00+00:00,21443.2109375,21443.2109375,21443.2109375,21443.2109375,6610944
2022-08-21 17:09:00+00:00,21445.501953125,21445.501953125,21445.501953125,21445.501953125,34816
2022-08-21 17:10:00+00:00,21447.576171875,21447.576171875,21447.576171875,21447.576171875,0
2022-08-21 17:11:00+00:00,21452.2265625,21452.2265625,21452.2265625,21452.2265625,0
2022-08-21 17:12:00+00:00,21452.125,21452.125,21452.125,21452.125,0
2022-08-21 17:13:00+00:00,21459.37109375,21459.37109375,21459.37109375,21459.37109375,0
2022-08-21 17:14:00+00:00,21461.31640625,21461.31640625,21461.31640625,21461.31640625,0
2022-08-21 17:15:00+00:00,21461.236328125,21461.236328125,21461.236328125,21461.236328125,866304
2022-08-21 17:16:00+00:00,21463.017578125,21463.017578125,21463.017578125,21463.017578125,0
2022-08-21 17:17:00+00:00,21461.658203125,21461.658203125,21461.658203125,21461.658203125,0
2022-08-21 17:18:00+00:00,21456.18359375,21456.18359375,21456.18359375,21456.18359375,0
2022-08-21 17:19:00+00:00,21447.970703125,21447.970703125,21447.970703125,21447.970703125,3051520
2022-08-21 17:20:00+00:00,21448.275390625,21448.275390625,21448.275390625,21448.275390625,0
2022-08-21 17:21:00+00:00,21451.859375,21451.859375,21451.859375,21451.859375,0
2022-08-21 17:22:00+00:00,21462.048828125,21462.048828125,21462.048828125,21462.048828125,0
2022-08-21 17:23:00+00:00,21464.67578125,21464.67578125,21464.67578125,21464.67578125,0
2022-08-21 17:24:00+00:00,21465.51953125,21465.51953125,21465.51953125,21465.51953125,2086912
2022-08-21 17:25:00+00:00,21475.048828125,21475.048828125,21475.048828125,21475.048828125,0
2022-08-21 17:26:00+00:00,21472.2734375,21472.2734375,21472.2734375,21472.2734375,0
2022-08-21 17:27:00+00:00,21474.69921875,21474.69921875,21474.69921875,21474.69921875,0
2022-08-21 17:28:00+00:00,21467.50390625,21467.50390625,21467.50390625,21467.50390625,0
2022-08-21 17:29:00+00:00,21463.216796875,21463.216796875,21463.216796875,21463.216796875,0
2022-08-21 17:30:00+00:00,21463.361328125,21463.361328125,21463.361328125,21463.361328125,0
2022-08-21 17:31:00+00:00,21458.021484375,21458.021484375,21458.021484375,21458.021484375,0
2022-08-21 17:32:00+00:00,21462.28125,21462.28125,21462.28125,21462.28125,0
2022-08-21 17:33:00+00:00,21463.1875,21463.1875,21463.1875,21463.1875,2430976
2022-08-21 17:34:00+00:00,21471.630859375,21471.630859375,21471.630859375,21471.630859375,0
2022-08-21 17:35:00+00:00,21472.19921875,21472.19921875,21472.19921875,21472.19921875,0
2022-08-21 17:36:00+00:00,21475.2421875,21475.2421875,21475.2421875,21475.2421875,0
2022-08-21 17:37:00+00:00,21478.98828125,21478.98828125,21478.98828125,21478.98828125,0
2022-08-21 17:38:00+00:00,21479.9609375,21479.9609375,21479.9609375,21479.9609375,0
2022-08-21 17:39:00+00:00,21481.47265625,21481.47265625,21481.47265625,21481.47265625,0
2022-08-21 17:40:00+00:00,21480.27734375,21480.27734375,21480.27734375,21480.27734375,0
2022-08-21 17:41:00+00:00,21478.955078125,21478.955078125,21478.955078125,21478.955078125,0
2022-08-21 17:42:00+00:00,21476.701171875,21476.701171875,21476.701171875,21476.701171875,0
2022-08-21 17:43:00+00:00,21471.458984375,21471.458984375,21471.458984375,21471.458984375,886784
2022-08-21 17:44:00+00:00,21467.25390625,21467.25390625,21467.25390625,21467.25390625,0
2022-08-21 17:45:00+00:00,21467.6796875,21467.6796875,21467.6796875,21467.6796875,1775616
2022-08-21 17:46:00+00:00,21460.552734375,21460.552734375,21460.552734375,21460.552734375,811008
2022-08-21 17:47:00+00:00,21460.98046875,21460.98046875,21460.98046875,21460.98046875,2770944
2022-08-21 17:48:00+00:00,21462.892578125,21462.892578125,21462.892578125,21462.892578125,0
2022-08-21 17:49:00+00:00,21465.3671875,21465.3671875,21465.3671875,21465.3671875,0
2022-08-21 17:50:00+00:00,21467.984375,21467.984375,21467.984375,21467.984375,0
2022-08-21 17:51:00+00:00,21468.330078125,21468.330078125,21468.330078125,21468.330078125,0
2022-08-21 17:52:00+00:00,21471.0546875,21471.0546875,21471.0546875,21471.0546875,0
2022-08-21 17:53:00+00:00,21466.396484375,21466.396484375,21466.396484375,21466.396484375,0
2022-08-21 17:54:00+00:00,21458.935546875,21458.935546875,21458.935546875,21458.935546875,1327104
2022-08-21 17:55:00+00:00,21439.412109375,21439.412109375,21439.412109375,21439.412109375,1105920
2022-08-21 17:56:00+00:00,21439.689453125,21439.689453125,21439.689453125,21439.689453125,2437120
2022-08-21 17:57:00+00:00,21443.56640625,21443.56640625,21443.56640625,21443.56640625,0
2022-08-21 17:58:00+00:00,21450.138671875,21450.138671875,21450.138671875,21450.138671875,3198976
2022-08-21 17:59:00+00:00,21448.205078125,21448.205078125,21448.205078125,21448.205078125,0
2022-08-21 18:00:00+00:00,21450.978515625,21450.978515625,21450.978515625,21450.978515625,546816
2022-08-21 18:01:00+00:00,21457.728515625,21457.728515625,21457.728515625,21457.728515625,475136
2022-08-21 18:02:00+00:00,21460.765625,21460.765625,21460.765625,21460.765625,0
2022-08-21 18:03:00+00:00,21460.216796875,21460.216796875,21460.216796875,21460.216796875,0
2022-08-21 18:04:00+00:00,21441.416015625,21441.416015625,21441.416015625,21441.416015625,526336
2022-08-21 18:05:00+00:00,21430.212890625,21430.212890625,21430.212890625,21430.212890625,3012608
2022-08-21 18:06:00+00:00,21435.048828125,21435.048828125,21435.048828125,21435.048828125,6455296
2022-08-21 18:07:00+00:00,21413.185546875,21413.185546875,21413.185546875,21413.185546875,2144256
2022-08-21 18:08:00+00:00,21410.748046875,21410.748046875,21410.748046875,21410.748046875,12638208
2022-08-21 18:09:00+00:00,21410.248046875,21410.248046875,21410.248046875,21410.248046875,1230848
2022-08-21 18:10:00+00:00,21403.2109375,21403.2109375,21403.2109375,21403.2109375,47104
2022-08-21 18:11:00+00:00,21406.8359375,21406.8359375,21406.8359375,21406.8359375,4175872
2022-08-21 18:12:00+00:00,21407.609375,21407.609375,21407.609375,21407.609375,1748992
2022-08-21 18:13:00+00:00,21415.0625,21415.0625,21415.0625,21415.0625,172032
2022-08-21 18:14:00+00:00,21418.67578125,21418.67578125,21418.67578125,21418.67578125,0
2022-08-21 18:15:00+00:00,21420.32421875,21420.32421875,21420.32421875,21420.32421875,1959936
2022-08-21 18:16:00+00:00,21429.0546875,21429.0546875,21429.0546875,21429.0546875,0
2022-08-21 18:17:00+00:00,21432.126953125,21432.126953125,21432.126953125,21432.126953125,12941312
2022-08-21 18:18:00+00:00,21433.767578125,21433.767578125,21433.767578125,21433.767578125,2105344
2022-08-21 18:19:00+00:00,21429.369140625,21429.369140625,21429.369140625,21429.369140625,141312
2022-08-21 18:20:00+00:00,21429.380859375,21429.380859375,21429.380859375,21429.380859375,7372800
2022-08-21 18:21:00+00:00,21429.625,21429.625,21429.625,21429.625,0
2022-08-21 18:22:00+00:00,21430.732421875,21430.732421875,21430.732421875,21430.732421875,0
2022-08-21 18:23:00+00:00,21432.53515625,21432.53515625,21432.53515625,21432.53515625,0
2022-08-21 18:24:00+00:00,21433.26953125,21433.26953125,21433.26953125,21433.26953125,0
2022-08-21 18:25:00+00:00,21435.375,21435.375,21435.375,21435.375,614400
2022-08-21 18:26:00+00:00,21438.595703125,21438.595703125,21438.595703125,21438.595703125,5650432
2022-08-21 18:27:00+00:00,21441.388671875,21441.388671875,21441.388671875,21441.388671875,264192
2022-08-21 18:28:00+00:00,21443.08203125,21443.08203125,21443.08203125,21443.08203125,0
2022-08-21 18:29:00+00:00,21441.861328125,21441.861328125,21441.861328125,21441.861328125,0
2022-08-21 18:30:00+00:00,21438.712890625,21438.712890625,21438.712890625,21438.712890625,0
2022-08-21 18:31:00+00:00,21431.66015625,21431.66015625,21431.66015625,21431.66015625,0
2022-08-21 18:32:00+00:00,21431.326171875,21431.326171875,21431.326171875,21431.326171875,0
2022-08-21 18:33:00+00:00,21431.7890625,21431.7890625,21431.7890625,21431.7890625,0
2022-08-21 18:34:00+00:00,21429.328125,21429.328125,21429.328125,21429.328125,0
2022-08-21 18:35:00+00:00,21428.302734375,21428.302734375,21428.302734375,21428.302734375,0
2022-08-21 18:36:00+00:00,21427.869140625,21427.869140625,21427.869140625,21427.869140625,0
2022-08-21 18:37:00+00:00,21423.638671875,21423.638671875,21423.638671875,21423.638671875,0
2022-08-21 18:38:00+00:00,21423.5234375,21423.5234375,21423.5234375,21423.5234375,0
2022-08-21 18:39:00+00:00,21430.796875,21430.796875,21430.796875,21430.796875,0
2022-08-21 18:40:00+00:00,21442.40234375,21442.40234375,21442.40234375,21442.40234375,5218304
2022-08-21 18:41:00+00:00,21444.052734375,21444.052734375,21444.052734375,21444.052734375,6010880
2022-08-21 18:42:00+00:00,21445.75,21445.75,21445.75,21445.75,2785280
2022-08-21 18:43:00+00:00,21451.44140625,21451.44140625,21451.44140625,21451.44140625,30720
2022-08-21 18:44:00+00:00,21455.357421875,21455.357421875,21455.357421875,21455.357421875,12310528
2022-08-21 18:45:00+00:00,21455.419921875,21455.419921875,21455.419921875,21455.419921875,284672
2022-08-21 18:46:00+00:00,21462.01953125,21462.01953125,21462.01953125,21462.01953125,344064
2022-08-21 18:47:00+00:00,21461.04296875,21461.04296875,21461.04296875,21461.04296875,0
2022-08-21 18:48:00+00:00,21464.75,21464.75,21464.75,21464.75,0
2022-08-21 18:49:00+00:00,21473.490234375,21473.490234375,21473.490234375,21473.490234375,0
2022-08-21 18:50:00+00:00,21474.013671875,21474.013671875,21474.013671875,21474.013671875,0
2022-08-21 18:51:00+00:00,21472.755859375,21472.755859375,21472.755859375,21472.755859375,0
2022-08-21 18:52:00+00:00,21477.94140625,21477.94140625,21477.94140625,21477.94140625,0
2022-08-21 18:53:00+00:00,21479.673828125,21479.673828125,21479.673828125,21479.673828125,0
2022-08-21 18:54:00+00:00,21481.8359375,21481.8359375,21481.8359375,21481.8359375,0
2022-08-21 18:55:00+00:00,21485.724609375,21485.724609375,21485.724609375,21485.724609375,0
2022-08-21 18:56:00+00:00,21487.7578125,21487.7578125,21487.7578125,21487.7578125,0
2022-08-21 18:57:00+00:00,21485.951171875,21485.951171875,21485.951171875,21485.951171875,0
2022-08-21 18:58:00+00:00,21482.71484375,21482.71484375,21482.71484375,21482.71484375,0
2022-08-21 18:59:00+00:00,21483.830078125,21483.830078125,21483.830078125,21483.830078125,0
2022-08-21 19:00:00+00:00,21482.15234375,21482.15234375,21482.15234375,21482.15234375,0
2022-08-21 19:01:00+00:00,21481.84765625,21481.84765625,21481.84765625,21481.84765625,0
2022-08-21 19:02:00+00:00,21479.92578125,21479.92578125,21479.92578125,21479.92578125,0
2022-08-21 19:03:00+00:00,21482.046875,21482.046875,21482.046875,21482.046875,0
2022-08-21 19:04:00+00:00,21485.818359375,21485.818359375,21485.818359375,21485.818359375,0
2022-08-21 19:05:00+00:00,21485.126953125,21485.126953125,21485.126953125,21485.126953125,0
2022-08-21 19:06:00+00:00,21484.40625,21484.40625,21484.40625,21484.40625,0
2022-08-21 19:07:00+00:00,21484.1640625,21484.1640625,21484.1640625,21484.1640625,0
2022-08-21 19:08:00+00:00,21481.716796875,21481.716796875,21481.716796875,21481.716796875,0
2022-08-21 19:09:00+00:00,21476.87109375,21476.87109375,21476.87109375,21476.87109375,0
2022-08-21 19:10:00+00:00,21475.013671875,21475.013671875,21475.013671875,21475.013671875,0
2022-08-21 19:11:00+00:00,21474.115234375,21474.115234375,21474.115234375,21474.115234375,0
2022-08-21 19:12:00+00:00,21476.103515625,21476.103515625,21476.103515625,21476.103515625,0
2022-08-21 19:13:00+00:00,21479.685546875,21479.685546875,21479.685546875,21479.685546875,0
2022-08-21 19:14:00+00:00,21479.974609375,21479.974609375,21479.974609375,21479.974609375,0
2022-08-21 19:15:00+00:00,21482.28125,21482.28125,21482.28125,21482.28125,0
2022-08-21 19:16:00+00:00,21484.193359375,21484.193359375,21484.193359375,21484.193359375,0
2022-08-21 19:17:00+00:00,21485.857421875,21485.857421875,21485.857421875,21485.857421875,0
2022-08-21 19:18:00+00:00,21482.638671875,21482.638671875,21482.638671875,21482.638671875,0
2022-08-21 19:19:00+00:00,21477.70703125,21477.70703125,21477.70703125,21477.70703125,0
2022-08-21 19:20:00+00:00,21472.494140625,21472.494140625,21472.494140625,21472.494140625,0
2022-08-21 19:21:00+00:00,21472.3203125,21472.3203125,21472.3203125,21472.3203125,0
2022-08-21 19:22:00+00:00,21474.013671875,21474.013671875,21474.013671875,21474.013671875,0
2022-08-21 19:23:00+00:00,21489.314453125,21489.314453125,21489.314453125,21489.314453125,0
2022-08-21 19:24:00+00:00,21489.1328125,21489.1328125,21489.1328125,21489.1328125,2093056
2022-08-21 19:25:00+00:00,21509.294921875,21509.294921875,21509.294921875,21509.294921875,16384
2022-08-21 19:26:00+00:00,21510.1484375,21510.1484375,21510.1484375,21510.1484375,16633856
2022-08-21 19:27:00+00:00,21507.48828125,21507.48828125,21507.48828125,21507.48828125,1114112
2022-08-21 19:28:00+00:00,21508.95703125,21508.95703125,21508.95703125,21508.95703125,0
2022-08-21 19:29:00+00:00,21508.041015625,21508.041015625,21508.041015625,21508.041015625,0
2022-08-21 19:30:00+00:00,21509.943359375,21509.943359375,21509.943359375,21509.943359375,0
2022-08-21 19:31:00+00:00,21513.900390625,21513.900390625,21513.900390625,21513.900390625,0
2022-08-21 19:32:00+00:00,21515.7265625,21515.7265625,21515.7265625,21515.7265625,0
2022-08-21 19:33:00+00:00,21516.328125,21516.328125,21516.328125,21516.328125,0
2022-08-21 19:34:00+00:00,21517.435546875,21517.435546875,21517.435546875,21517.435546875,0
2022-08-21 19:35:00+00:00,21514.6484375,21514.6484375,21514.6484375,21514.6484375,0
2022-08-21 19:36:00+00:00,21515.83203125,21515.83203125,21515.83203125,21515.83203125,0
2022-08-21 19:37:00+00:00,21517.294921875,21517.294921875,21517.294921875,21517.294921875,0
2022-08-21 19:38:00+00:00,21519.994140625,21519.994140625,21519.994140625,21519.994140625,0
2022-08-21 19:39:00+00:00,21520.025390625,21520.025390625,21520.025390625,21520.025390625,0
2022-08-21 19:40:00+00:00,21529.1640625,21529.1640625,21529.1640625,21529.1640625,0
2022-08-21 19:41:00+00:00,21529.73046875,21529.73046875,21529.73046875,21529.73046875,0
2022-08-21 19:42:00+00:00,21529.060546875,21529.060546875,21529.060546875,21529.060546875,0
2022-08-21 19:43:00+00:00,21536.6484375,21536.6484375,21536.6484375,21536.6484375,0
2022-08-21 19:44:00+00:00,21539.322265625,21539.322265625,21539.322265625,21539.322265625,0
2022-08-21 19:45:00+00:00,21537.8046875,21537.8046875,21537.8046875,21537.8046875,0
2022-08-21 19:46:00+00:00,21535.205078125,21535.205078125,21535.205078125,21535.205078125,0
2022-08-21 19:47:00+00:00,21533.681640625,21533.681640625,21533.681640625,21533.681640625,0
2022-08-21 19:48:00+00:00,21534.484375,21534.484375,21534.484375,21534.484375,0
2022-08-21 19:49:00+00:00,21536.919921875,21536.919921875,21536.919921875,21536.919921875,0
2022-08-21 19:50:00+00:00,21536.142578125,21536.142578125,21536.142578125,21536.142578125,0
2022-08-21 19:51:00+00:00,21537.08203125,21537.08203125,21537.08203125,21537.08203125,0
2022-08-21 19:52:00+00:00,21534.962890625,21534.962890625,21534.962890625,21534.962890625,0
2022-08-21 19:53:00+00:00,21533.744140625,21533.744140625,21533.744140625,21533.744140625,0
2022-08-21 19:54:00+00:00,21531.662109375,21531.662109375,21531.662109375,21531.662109375,0
2022-08-21 19:55:00+00:00,21516.033203125,21516.033203125,21516.033203125,21516.033203125,0
2022-08-21 19:56:00+00:00,21512.240234375,21512.240234375,21512.240234375,21512.240234375,0
2022-08-21 19:57:00+00:00,21516.666015625,21516.666015625,21516.666015625,21516.666015625,0
2022-08-21 19:58:00+00:00,21514.306640625,21514.306640625,21514.306640625,21514.306640625,0
2022-08-21 19:59:00+00:00,21517.529296875,21517.529296875,21517.529296875,21517.529296875,0
2022-08-21 20:00:00+00:00,21515.046875,21515.046875,21515.046875,21515.046875,1155072
2022-08-21 20:01:00+00:00,21516.05859375,21516.05859375,21516.05859375,21516.05859375,0
2022-08-21 20:02:00+00:00,21517.326171875,21517.326171875,21517.326171875,21517.326171875,0
2022-08-21 20:03:00+00:00,21522.615234375,21522.615234375,21522.615234375,21522.615234375,0
2022-08-21 20:04:00+00:00,21531.51171875,21531.51171875,21531.51171875,21531.51171875,708608
2022-08-21 20:05:00+00:00,21530.67578125,21530.67578125,21530.67578125,21530.67578125,0
2022-08-21 20:06:00+00:00,21529.5859375,21529.5859375,21529.5859375,21529.5859375,0
2022-08-21 20:07:00+00:00,21523.55859375,21523.55859375,21523.55859375,21523.55859375,0
2022-08-21 20:08:00+00:00,21518.869140625,21518.869140625,21518.869140625,21518.869140625,0
2022-08-21 20:09:00+00:00,21519.71875,21519.71875,21519.71875,21519.71875,0
2022-08-21 20:10:00+00:00,21517.87890625,21517.87890625,21517.87890625,21517.87890625,0
2022-08-21 20:11:00+00:00,21518.94140625,21518.94140625,21518.94140625,21518.94140625,0
2022-08-21 20:12:00+00:00,21514.47265625,21514.47265625,21514.47265625,21514.47265625,0
2022-08-21 20:13:00+00:00,21504.228515625,21504.228515625,21504.228515625,21504.228515625,0
2022-08-21 20:14:00+00:00,21500.40234375,21500.40234375,21500.40234375,21500.40234375,0
2022-08-21 20:15:00+00:00,21493.787109375,21493.787109375,21493.787109375,21493.787109375,0
2022-08-21 20:16:00+00:00,21485.609375,21485.609375,21485.609375,21485.609375,0
2022-08-21 20:17:00+00:00,21489.6484375,21489.6484375,21489.6484375,21489.6484375,0
2022-08-21 20:18:00+00:00,21490.912109375,21490.912109375,21490.912109375,21490.912109375,0
2022-08-21 20:19:00+00:00,21487.685546875,21487.685546875,21487.685546875,21487.685546875,0
2022-08-21 20:20:00+00:00,21488.07421875,21488.07421875,21488.07421875,21488.07421875,0
2022-08-21 20:21:00+00:00,21488.3671875,21488.3671875,21488.3671875,21488.3671875,0
2022-08-21 20:22:00+00:00,21488.79296875,21488.79296875,21488.79296875,21488.79296875,0
2022-08-21 20:23:00+00:00,21491.0078125,21491.0078125,21491.0078125,21491.0078125,0
2022-08-21 20:24:00+00:00,21490.328125,21490.328125,21490.328125,21490.328125,0
2022-08-21 20:25:00+00:00,21492.33203125,21492.33203125,21492.33203125,21492.33203125,0
2022-08-21 20:26:00+00:00,21493.322265625,21493.322265625,21493.322265625,21493.322265625,0
2022-08-21 20:27:00+00:00,21493.87890625,21493.87890625,21493.87890625,21493.87890625,0
2022-08-21 20:28:00+00:00,21489.498046875,21489.498046875,21489.498046875,21489.498046875,0
2022-08-21 20:29:00+00:00,21491.802734375,21491.802734375,21491.802734375,21491.802734375,0
2022-08-21 20:30:00+00:00,21492.69921875,21492.69921875,21492.69921875,21492.69921875,0
2022-08-21 20:31:00+00:00,21497.404296875,21497.404296875,21497.404296875,21497.404296875,0
2022-08-21 20:32:00+00:00,21495.18359375,21495.18359375,21495.18359375,21495.18359375,0
2022-08-21 20:33:00+00:00,21492.541015625,21492.541015625,21492.541015625,21492.541015625,372736
2022-08-21 20:34:00+00:00,21485.27734375,21485.27734375,21485.27734375,21485.27734375,0
2022-08-21 20:35:00+00:00,21489.421875,21489.421875,21489.421875,21489.421875,0
2022-08-21 20:36:00+00:00,21492.275390625,21492.275390625,21492.275390625,21492.275390625,1634304
2022-08-21 20:37:00+00:00,21500.14453125,21500.14453125,21500.14453125,21500.14453125,0
2022-08-21 20:38:00+00:00,21500.91015625,21500.91015625,21500.91015625,21500.91015625,6805504
2022-08-21 20:39:00+00:00,21499.685546875,21499.685546875,21499.685546875,21499.685546875,0
2022-08-21 20:40:00+00:00,21493.4453125,21493.4453125,21493.4453125,21493.4453125,0
2022-08-21 20:41:00+00:00,21492.845703125,21492.845703125,21492.845703125,21492.845703125,0
2022-08-21 20:42:00+00:00,21492.279296875,21492.279296875,21492.279296875,21492.279296875,0
2022-08-21 20:43:00+00:00,21492.53125,21492.53125,21492.53125,21492.53125,0
2022-08-21 20:44:00+00:00,21496.162109375,21496.162109375,21496.162109375,21496.162109375,8843264
2022-08-21 20:45:00+00:00,21499.90625,21499.90625,21499.90625,21499.90625,792576
2022-08-21 20:46:00+00:00,21512.650390625,21512.650390625,21512.650390625,21512.650390625,2719744
2022-08-21 20:47:00+00:00,21515.708984375,21515.708984375,21515.708984375,21515.708984375,3567616
2022-08-21 20:48:00+00:00,21516.94140625,21516.94140625,21516.94140625,21516.94140625,0
2022-08-21 20:49:00+00:00,21523.482421875,21523.482421875,21523.482421875,21523.482421875,0
2022-08-21 20:50:00+00:00,21525.68359375,21525.68359375,21525.68359375,21525.68359375,0
2022-08-21 20:51:00+00:00,21536.58984375,21536.58984375,21536.58984375,21536.58984375,0
2022-08-21 20:52:00+00:00,21559.826171875,21559.826171875,21559.826171875,21559.826171875,0
2022-08-21 20:53:00+00:00,21561.43359375,21561.43359375,21561.43359375,21561.43359375,11599872
2022-08-21 20:54:00+00:00,21609.453125,21609.453125,21609.453125,21609.453125,0
2022-08-21 20:55:00+00:00,21644.962890625,21644.962890625,21644.962890625,21644.962890625,71680000
2022-08-21 20:56:00+00:00,21644.103515625,21644.103515625,21644.103515625,21644.103515625,42139648
